link,result
/article/5260/galley/13253/download/,"AbbreviationsThe following abbreviations are used in this article:1 = 1st person, 2 = 2nd person, 3 = 3rd person, ACC = accusative, AUX = auxiliary, DAT = dative, DEF = default, ERG = ergative, F = feminine, FUT = future, GEN = genitive, HAB = habitual, HON = honorific, INF = infinitive, INS = instrumental, IPFV = imperfective, M = masculine, NEG = negation, NOM = nominative, OBL = oblique, PFV = perfective, PL = plural, PROG = progressive, PRS = present, PST = past, SBJV = subjunctive, SG = singular"
/article/5261/galley/13254/download/,"Abbreviations3 = third person, M = masculine, SG = singular, PL = plural, CL = clitic."
/article/5259/galley/13255/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5258/galley/13256/download/,"AbbreviationsDEF = definite, DEM = demonstrative, ESR = Expressive Sibilant Retraction, F = FEMININE, IMP = imperative, INF = infinitive, M = masculine, N = neuter, OBJ = object, OT = Optimality Theory, PL = plural, POSS = possessive, PRS = present, PST = past, PTCP = participal, REFL = reflexive, SG = singular, SBJ = subject, UEN = Urban East Norwegian"
/article/5257/galley/13257/download/,"AbbreviationsACC = accusative, CL = clitic, DAT = dative, F = feminine, FUT = future, Gen = Generic, IMP = imperative, M = masculine, NOM = nominative, PL = plural, PRS = present, PST = past, REFL = reflexive, SG = singular, 1/2/3 = first/second/third persons"
/article/5256/galley/13258/download/,Abbreviation1 = first person; 2 = second person; 3 = third person; F = Feminine; M= Masculine; SG= singular; PL= plural; NEG = negation; OPUS= Ostensible P-stranding Under Sluicing or Omission of Preposition Under Sluicing.
/article/5255/galley/13259/download/,Competing InterestsThe author has no competing interests to declare.
/article/5254/galley/13260/download/,"AbbreviationsBG = Background, EEG = electroencephalography, EN = expectancy negativity, EOG = electrooculogram, ERP = event-related brain potential, F0 = fundamental frequency, FOF = First Occurrence Focus, GToBI = German Tones and Break Indices, H = high tone, L = low tone, N400 = negative brain potential 400 ms after onset of critical entity, LP = late positivity, RMS = root mean square (intensity measure), ROI = region of interest, RPT = Rapid Prosody Transcription, SOF = Second Occurrence Focus"
/article/5253/galley/13261/download/,"Funding InformationThe research reported here was supported, in part, by NSF Award #1451819 to the University of California Santa Cruz (Pranav Anand PI, Daniel Hardt and James McCloskey co-PI’s)."
/article/5252/galley/13262/download/,"AbbreviationsACC = accusative, C = complementiser, CJ = conjoint, COND = conditional, COP = copular, DEF = definite, DJ = disjoint, EMPH = emphatic, EVI = evidential, F = feminine, FOC = focus, IMPERF = imperfective, LOC = locative, PART = participle, PERF = perfective, PST = past, PL = plural, PROG = progressive, PRT = particle, Q = question particle, SG = singular,WH = question particle"
/article/5251/galley/13263/download/,Competing InterestsThe author has no competing interests to declare.
/article/5250/galley/13264/download/,Competing InterestsThe author has no competing interests to declare.
/article/5249/galley/13265/download/,"Abbreviations1SG = first singular, SOFT = soft mutation, MASC = masculine, FEM = feminine, PRT = particle"
/article/5248/galley/13266/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ACC = accusative, AGR = agreement, AFF = affirmative, AUG = augment vowel, CAUS = causative, CL = classifier or class, DAT = dative, EXT = extended mood marker, FUT = future, GEN = genitive, IMP = imperative, IND = indicative, LK = linker particle, LOC = locative, NA = nominal agreement, NEG = negation, NOM = nominative, OM = object marker, PL = plural, PRF = perfect, PST = past, Q = question particle, SG = singular, TOP = topic, VA = verbal agreement"
/article/5247/galley/13267/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, AUX = auxiliary verb, DA = da particle, DAT = dative case, DUB = dubitative mood, F = feminine, FOC = focus, MOD = modal verb, P = plural, PRS = present tense, PRT = participle, PST = past tense, Q = question particle, REFL = reflexive pronoun, S = singular, TOP = topic."
/article/5246/galley/13268/download/,"Abbreviations<> = infix, 1SG = 1st person singular pronoun, 3SG = 3rd person singular pronoun, 3SUBJ = 3rd person subject agreement, APPL = applicative, AV = Agent Voice, CAUS = causative, CV = Circumstantial Voice, ERG = ergative, FOC = focus marker, GEN = genitive, IMPF = imperfective, INSTR = instrumental applicative, LNK = linker, LV = Locative Voice, NOM = nominative, NONVOL = Non-volitional Voice, OBJ = objective, OBL = oblique, PAG = pag, PAST = past tense, PFV = perfective, PN = proper noun, PRES = present tense."
/article/5245/galley/13269/download/,"Ethics and ConsentWith a letter issued on 10th May 2016, with reference number QMREC1505, the Queen Mary Ethics of Research Committee (Queen Mary University of London) confirms that Christos Vlachos completed a Research Ethics Questionnaire with regard to the research conducted by the pilot study reported in the present paper. The result of the Research Ethics Questionnaire was the conclusion that his proposed work did not present any ethical concerns; was extremely low risk; and thus did not require the scrutiny of the full Research Ethics Committee."
/article/5244/galley/13270/download/,"Abbreviations1 = 1st person, 2 = 2nd person, 3 = 3rd person, ACC = accusative, ACT.PTCP = active participle, BE = copula, BI = Irish copula verb, COMP = complementiser, CONJ = conjunction, COP = copula, DEF = definite, DEM = demonstrative, EPENT.VWL = epenthetic vowel, F = feminine, GEN = genitive, INTERROG = interrogative, IPFV = imperfective, M = masculine, MRKR = marker, MSD = maṣdar (nominalisation), NEG = negation, NOM = nominative, PST = past, PFV = perfective, PL = plural, PROG = progressive, SFORM = short form, SG = singular"
/article/5243/galley/13271/download/,"AbbreviationsThe following abbreviations are used in glosses in this paper: A = cross-referenced argument, class A, ABL = ablative case, ACC = accusative case, B = cross-referenced argument, class B, CAUS = causative, COMPL = completive aspect, DES = desiderative, INTR = intransitive verbalizer, NEG = negation, NMLZ = nominalizer, NOM = nominative case, OBJ = object, PAST = past temporal marker, PASS = passive, PL = plural, POSS = possessive, PROSP = prospective aspect, TR = transitive verbalizer, REFL = reflexive, RES = resultative, SG = singular, SE = romance “se”-reflexive."
/article/5242/galley/13272/download/,"AbbreviationsDAT = dative, obj = object, PAS = Position of Antecedent Strategy, pro = null pronoun, sbj = subject, SG = singular"
/article/5241/galley/13273/download/,"Funding InformationThis research was supported by grants to the last author, by the Generalitat de Catalunya (AGAUR), Grant 2017 SGR 1265; and the Ministerio de Economía y Competitividad, Grant FFI FFI2016-77647-C2-1-P."
/article/5240/galley/13274/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5239/galley/13275/download/,"Abbreviations1 = first person, 3 = third person, ACC = accusative, DET = definite article, M = masculine, NACT = non-active, NOM = nominal, SG = singular, PL = plural, POSS = possessive particles and pronouns."
/article/5238/galley/13276/download/,"AbbreviationsC = consonant, CBA = Christian Baghdadi Arabic, ECA = Egyptian Cairene Arabic, ES = emphasis spread, EV = epenthetic vowel, F2 = second formant, F.SG = feminine singular, MBA = Muslim Baghdadi Arabic, MCA = Moroccan Arabic, MLA = Mosul Arabic, OCP = Obligatory Contour Principle, PL = plural, PSM = Parallel Structures Model, RPA = Rural Palestinian Arabic, V = vowel."
/article/5237/galley/13277/download/,"AbbreviationsIMPF = imperfective, PFV = perfective"
/article/5236/galley/13278/download/,"AbbreviationsACC = accusative, CA = Correspondence Analysis, DPC = Discourse Profile Construction, FM = Feminine, HCPC = Hierarchical Clustering on Principal Components, MCA = Multiple Correspondence Analysis, MS = Masculine, PL = plural, SG = singular"
/article/5235/galley/13279/download/,"AbbreviationsACC = accusative case, AUX = auxiliary element, CAUS =
                causative element, CL = classifier, COMP = complementizer,
                    CONT = contrastive focus element, COP = copula, DAT =
                dative case, GEN = genitive case, LOC = locative, NEG =
                negative element, NOM = nominative case, PAST = past tense,
                    PRES = present tense, PROG = progressive element, Q =
                question particle, TOP = topic marker"
/article/5234/galley/13280/download/,"AbbreviationsCL = clitic, CLLD = Clitic Left Dislocation, DAT = dative, IMP = imperfect, IND = indefinite, INF = infinitive, NEG = negation, PART = partitive, REFL = reflexive."
/article/5233/galley/13281/download/,Competing InterestsThe authors have no competing interests to declare.
/article/5232/galley/13282/download/,"Funding InformationThis project has been funded by the School of Arts, Languages, and Cultures Graduate School at the University of Manchester."
/article/5231/galley/13283/download/,"Funding InformationThis research was supported by the Spanish State Research Agency (AEI) & FEDER (EU) grant FFI2017-82460-P, and a Government of Aragon grant to the Psylex research group."
/article/5230/galley/13284/download/,"AbbreviationsEVH = Event Visibility Hypothesis, ASL = American Sign Language, DET = determiner, PST = past, PFV = perfective, IPFV = imperfective"
/article/5229/galley/13285/download/,Funding InformationThis work was funded by an NDSEG fellowship awarded to the author by the U.S. Army Research Office.
/article/5228/galley/13286/download/,"Abbreviationsa = adjectivizing head, COMM = common gender, COMP = comparative, GEND = gender, INTJ = interjection, n = nominalizing head, PFV = perfective, RFL = reflexive. For a list of standard abbreviations, refer to the Leipzig Glossing Rules."
/article/5227/galley/13287/download/,"Abbreviations1 = first person, 2/you = second person, 3 = third person, ABS = absolutive, DAT = dative, DET = determiner, ERG = ergative, IMPF = imperfective, PL = plural, SG = singular."
/article/5226/galley/13288/download/,"Abbreviations1, 2, 3 = 1, 2, 3 person, NOM = nominative, ACC = accusative,
                    GEN = genitive, DAT = dative, N = neuter, M
                = masculine, SG = singular, PL = plural, COMP =
                complementizer."
/article/5225/galley/13289/download/,"AbbreviationsThe following glosses are used in this paper: S = singular; PL = plural; 1 = First person; 2 = Second person; 3 = Third person; F = feminine; M = masculine; N = neutrum; NOM = Nominative; ACC = Accusative; GEN = Genitive; DAT = Dative; CL = clitic. An example marked with ‘*’ or ‘#’ means that the example is unacceptable for grammatical or semantic/pragmatic reasons, respectively."
/article/5224/galley/13290/download/,"Abbreviations<MASC> = masculine ϕ-feature, <FEM> = feminine ϕ-feature, <0> = no gender ϕ-feature, I = declension class I, III = noun class III, APUD = location near, COND = conditional, CVB = converb, ERG = ergative, F = feminine noun class, IMP = imperative, INF = infinitive, LAT = lative, M = masculine noun class, N = neuter noun class, NEG = negative, PST = past, PRS = present, PREP = prepositional, QUOT = quotative, UNW = unwitnessed"
/article/5223/galley/13291/download/,Abbreviations1 = first person; 2 = second person; 3 = third person; DAT = dative; IMP = imperfect; IND = indicative; PL = plural; PRES = present; S = singular; SUBJ = subjunctive
/article/5222/galley/13292/download/,Abbreviations1 = first person; 2 = second person; 3 = third person; ACC = accusative; ASP = aspect; CONJ = conjunction; COP = copula; DEM = demonstrative; DET = determiner; FIN = finite; FUT = future; GEN = genitive; HAB = habitual; MASC = masculine; MOD = modal; NOM = nominative; NFIN = nonfinite; OBJ = object; OP = operator; PAST = past tense; PFV = perfective; PRES = present tense; PROG = progressive aspect; Q = question particle; SG = singular; SUBJ = subject; TOP = topic.
/article/5221/galley/13293/download/,"AbbreviationsDEF = definite, INDF = indefinite, M = masculine, NEG = negation, PREP = preposition, PSP = past participle, REL = relative, RNR = Right-Node Raising, SG = singular, VPE = Verb-Phrase Ellipsis"
/article/5220/galley/13294/download/,"AbbreviationsCOCA = Corpus of Contemporary American English, HIT = Human Intelligence Task, MTurk = Amazon Mechanical Turk, NPI = negative polarity item, PPI = positive polarity item, QUD = question under discussion"
/article/5219/galley/13295/download/,"AbbreviationsAD = addressee, AGR = agreement, APPL = applicative, ASP = aspect, CAUS = causative, CONJ = conjunction, DEM = demonstrative, EXT = extension, FV = final vowel, FUT = future, GEN = genitive, INF = infinitive, ITR = intransitive, NONSUBJ = non-subject, PSV = passive, PST = past, PL = plural, POSS = possessor, PRES = present, RECP = reciprocal, REFL = relfexive, ROOT = root, SG = singular, SP = speaker, SUBJ = subject, TENSE = tense, TRANS = transitivizer"
